ammonia,co2,humidity,temperature,visitor,iaq,delta_ammonia,rolling_avg_ammonia,rolling_std_ammonia,IAQ_proxy,hour,prediction,anomaly_score
180,500,85,28,15,115,30,170,20,113,3,🚨 Sewer Event,-0.06978223258219063
687.0,500,50.0,34.0,0,45.0,0.0,0.0,0.0,0.0,12,2025-06-20 06:52:13,Sewer Event,-0.04187476227718945
